first,second,result
Oss-thinker,3dsysyent,3dsysyent
The Programmer,Kinect Type,Kinect Programmer
Mater,Mater,Materia
Emotar,Data-type,Nothing
IDE,Forge,Nothing
SQL,Cqwipro,Nothing
Wheel,Cpuelfix,Car
Applications,Cq Datalab,Cq Datalab
Aizsystem64,Qr-javadoc,Aizsystem64
Work-chip,Aipom64,Aipom64
Kinect Lab,Jsp-processor,Kinect-processor
KinectTrain,Fontware,Nothing
Pdfy,KinectLab,Nothing
Emulator,Designware,Simulator
Data Input,Datalabs,Data Output
Aipadcqm,Data Domain,EMC
Ok Computer,Cliow64,Radiohead
Jsp-chip,Chipdec,Chipdec
Software,Dataframes,Data Science
Data Designator,Aiqwicon,Aiqwicon
Gizmotron,Monitor,Gizmotron
Cj-module,Craftoryx,Cj-craftoryx
Data Tam,Jspqr Projector,Data Tam
Emotam,Datalabs,Datalam
Kinect Lab,Ae,Nothing
Ossqr,Modramp,Mossquito
Typo,Datahack,Datatyp
Infosynaxis,Mmosystem,Mmosynaxis
Kinect Tool,Mecha-Oni,Nothing
Mqsysyent,Data Sub LED,Nothing
Data-bot,Cj-programmer,Cj-programmer
Aicobot,Data Type,AI
Technology,Cernlab,Cern
Cpu-mimic,3dosqr,Nothing
Emotank,Cqicon,Cqicon
Data Embed,Mechfie,Mechfie
Cqwipro,Javapqk,Cqwipro
3drc,Chipad,3drc
Subtype,Datamine,Data
Aipomdoc64,Data Embedded,Aipomdoc64
Dataflows,Qr-bot,Qr-flow
Mill,Data Model,Factory
Theory,Cursor,Big Bang
Datacenter,Chipadbot RC,Nothing
Cern,Develop,Universe
JavaPQR,3dtyr,3dtyrjavapqr
Javamosb,Oss-thinker,Javamosb-thinker
Dataframe Oss,B,Boss
Lab,Ielfbot,Elfbot
Cpuides,Projector,Computer
Research,Aiieloryx,Aiieloryx
Datapad,Mecha,Robot
Qr-designator,Jsp-bot,Jsp-designator
Datalator,Chipwarelf,Chipwarelf
Console,EmoTam,Emoticon
Cqwipro,Mech,CqwiproMech
Datapad,Infosynaxis,Data
Jsp-gadget,Dataframes,Nothing
Data Center,Emulator,Simulator
Testware,Model,Fashion
Data Type,Cq Data,Data Type
iMech,Mqwipro,Imech
Emoji-lab,Datamine,Emojis
Cernmart,Output,Cernmart
Pilaf,Workpad,Pilaf Machine
Relay,Infopad,Pager
Cqemojilop,Dataware,Nothing
Qr-bot,Aicubot,Aicubot
Jsp-software,Console,Game
Aipom64,Data Tam,Aipom64
Kinect Ui,Dataframe,Kinect Dataframe
Jspm,Datalab,Jspm
Datapad,Typo,PDA
Gene,Datalabs,DNA
Javapq,Jsp-lab,Jsp-lab
Data Art,Jspm,Jspm
Aicomech,Subcat,Aicomech
Programmer,Modem,Internet
C-Data Sub Lab,Chipcom64K,Nothing
Mecha Ielf,Jsp-design,Nothing
Labs,Embedware,Nothing
Qr-bot,Chipdecwarelf,Nothing
Jsp-module,Subtype,Jsp-module
Calzone,Jsp-data,Nothing
Data MOD,Aicum Labs,Aicum Labs
Chipadbot R,Cq Data,Chipadbot RC
Work-chip,Aipadcq,Aipadcq
Mill,Chipware,Chipmunk
Chipadbot LC,Workpad,Nothing
Fontfix,Cqr Ielf,Cqr Ielf
Domain,Crafting,Minecraft
Gizmopqr,Databot,Gizmopqr
Mqwipro,Datalabs,Datalabs
Gizmopq,Datatyp,404
Cpuelfix,3dd,Nothing
Jsprixchip,Jsp-datalabs,Jsprixchip
C-Data,Protogem,Nothing
Ai64Qr,Infosynaxis,Nothing
Copy Aipad,Kinect Sysyent,Aipad Kinect Sysyent
Chipad,Aipad Imech,Aipad Imech
Processor,Skimware,Chip
Datafont,Data Designator,Datafont
Pdfy,Copying,Copyright
Jsp-mimic,Sysyent,Jsp-mimic
Dataware,Skim Synaxis,Dataware
Kinectpad,Dataframes,Kinect
Engineering,Emulator,Emulation
Qrfix,Matrix,Matrix
Dosbox,Labs,Doslabs
Icons,AeCqpads,Nothing
Dataframe,Crafting,Dataframe
Asps,Data Science,Aspirant
C-Scan,Data Lab,Nothing
Data Application,3dtypingc,3dtypingc
Aiemot,Grammar,Nothing
Artic,Aiqwiprobot,Aiqwiprobot
Data Art,Sub,Nothing
Data-bot,Data Add,Data-bot
Jsp-datalabs,Designator,Jsp-datalabs
Aicubot Data,Artic,Aicubot Artic
Aipom64,Chia Bot,Chia Pets
Gadget,Data Qr,Qr Gadget
The Thinker,Mechapad,The Thinker
Memo,Chipdec Mods,Chipdec Mods
Data Skim,Gizmopqr,Gizmopqr
Data Skim,Cqr,Nothing
Data-bot,Imechrex,Data-bot
Jsp-datalabs,Aipad Imech,Nothing
Labs,Cernchip64,Cernchip64
Labor,Labs,Laboratories
Cognitive Infodoc,Emotar,Cogito
Kinectware,Repeat,Kinectware
Cqwipro,Jsp-chip,Cqwipro
Mqoyt,Embedware,Embedware
CPU,Cpuelfix,Cpuelfix
Kanji,Aiqwiproduct,Aiqwiproduct
Jsp-sysyent,JavaPQR,Jsp-sysyent
Jsp,Cj-model,Cj-jsp
Chip Imech,Subroutine,Chip Imech
Font,Data Type,Code
Developer,Logotinator,Developator
Technology,Mechapad,Robot
Qr-bot,Design,Qr-code
EMC,Cq Datalab,Nothing
Datalam,Hacktar,Datalam
Embedded Data,Javapqr,Embedded Data
Data Ielf,The Programmer,The Programmer
Datalam,The Emulator,The Emulator
Pq-chip,Subsystem,Pq-chip
Chip Focus,Aipad,iPad
Typing,Document,Paper
Jsp-model,Gizmopad,Gizmopad
Kinectstem,Cj-chip,Kinect
Gizmolang,Cernware,Nothing
Gizmotron,Data Qr Pad,Gizmo
Cj-oss,Console,Playstation
Data Labpad,Mechapad,Data Labpad
Javadoc,Emulatem,Nothing
Data Frame,Aiqwipro,Nothing
Data Input,C-Scan,Nothing
Datacraft,Qr-chip,Quantum Computer
Qr Skimware,Cpuelfix,Nothing
Jsp-model,Chipwarelf,Chipwarelf
Hackali,Sysyent,Hackali
Cq Datalab,Subsystem,Cq Datalab
Chip Font,Dataware,Nothing
Gizmodoc,Logo,Gizmodo
AiJuice,Data Type,Nothing
Cq Data,Databot,Cq Data
Qr-sysrex,Dataloss,Dataloss
Javadoc,Jsp-processor,Jsp-doclet
Data Qr Pad,3dosqr,3dosqr
Ptrixchip,Oss-Module,Nothing
Jsp-design,Cqpads,Cqpads.com
Hacktar,Jsp-labs,Hacktar
Database,Data Sup,DataBase
Pdfy,Pdfy,Pdfz
Cpu,Chip Art,Computer
Pq-chip,Computer,Pq-chip
Pc,Aipadcqm,Aipadcqm
Emoji,Icon,Emoticon
Aipad Mods,Data Mod,Nothing
Data Pad,Aicobot,Aicobot
Cursor,Hackpad,Cursor
Data Product,Data Sub,Data Product
Skim Lab,Designator,Skim Lab
Datapad,Datatyp,Datapad
Jsp-datalabs,Chipdecwrc,Chipdecwrc
Jsp-quarfix,Fontlab,Fontlab
Subroutine,Javadesign,Javadesign
Wheel,Chipdec Mods,Chipdec Mods
Chipdec-oss,Mind,Chipdec-oss
Datapad,Mods,Hack
Program,Artic,Antivirus
Data Skim,Jsp-outputs,Jsp-inputs
C-Chip,Fontlab,Nothing
Ielf,Ieel,Ielf
Ipilot,Aiqwysp,Aiqwyspilot
Data-bot,Data Format,Data-bot
Jspqr,Data Art,Data Art
Mimic,Data Lab,Copycat
Data Tam,Datacraft,Datamon
Designware,Aicubot64,Aicubot64
Jsp-model,Emoji-programmer,Emojicode
Databot,Datalabs,Databot
Input,Databot,Output
C-Data,Datahack,Nothing
Ui-chip,Datalabs,Ui-chip
Chiax,Aiqwysp,Aiqwyspchiax
Work-chip,Cq Data,Cq Work-chip
Jsp-module,C++,CJsp-module
Qr-bot,Subsystem,Qr-bot
Kinectbase,Chip Font,Chip Kinectbase
The Emulator,Ai64vwiiomac,Ai64vwiiomac
Test Type,Qr Gadget,Qr Code
Cj-emotam,Cpuid,Cj-emotam
Aicobot,Datacenter,AI
Workshop,Jsp-bot,Jsp-bot
Datapad,Output Lab,Output Lab
Pdfy,Gizmodata,Gizmodo
Aicopter,KinectBot,Aicopterbot
SimGene,Emoji-OS,Nothing
Jspm,Aicom,Nothing
Hackr3d,3dsc OS,Nothing
Aipom64,Output,Aipom64
Emoji-lab,Ai64Cpu,Nothing
Jsp-process,Jsp-bot,Jsp-thread
Dwipro,Aiqwiprobot,Aiqwiprobot
Symbols,Ip,Ip Man
Gear,Designware,Robot
C++,Embedware,C++
Font,Aiqwysp,Nothing
Work-chip,Jsp-developer,Jsp-developer
Jspqr,Jsp-mod,Jspqr-mod
Data Application,Aium,Aium
iMovie,Chip64,Nothing
Javapq,Kinectware,Kinect for Java
Cqgadget 2.0,KinectTrain,Nothing
Qwiprox,Aizmatic,Aizmatic
Dataframe,Fjogl,Fjogl
Data Art,Chip Font,Pixel Art
Data Test,Datalabs,Data Science
Datapad,Digit,Computer
Pq-chip,3dd,3d-chip
Aios,Javadoc,Javadoc
Mods,Aipad,iPad
Tool,Dataloss,Hack
Javapq,Datalab,Javapq
Ossqr,Artic,Arctic
Jsp-process,Jsp,Jsp-process
Qrfix,Jsp-Kinect,Nothing
Gizmotron,ChipadQrfix,Nothing
Jspqr Projector,Pqsysyent,Jspqr Pqsysyent
Datapad,Machine,Computer
Skim Lab,QR,Skim Qr
Aplenbot64,Jsp-type64,Aplenbot64
Symbols,Datalab,Programming
Ptrixchip,Artic,Ptrixchip
Typo,Chipstation,Chipotle
Datalab,Demonstrate,Demonstration
Skim Tool,Fontware,FontSkim
CERN,Kinect Data Lab,Kinect Data Cern
Data Laser,Demonstrate,Demonstration
Mecha,Embedware,Robot
3d-a-oss,Aipomdoc,3d-a-oss
Pc,Aipad Imech,Nothing
Chipdec64,Data Sup,Chipdec64
Testware,Powerpoint,Powerpoint
Oss-Module,Cvp,Nothing
Oni-Sysyent,Jsp-labs,Nothing
Font,Ielfbot,Fountain
Datalator,Data Lab,Data
Cernware,Emulator,Cernemulator
Cj-labs,Java,Cj-java
Kinect Data Frame,Os-type,Kinect Data Frame
Cj-programmer,Cqpads,Cj-programmer
Cpu64,Gizbot,Cpu64
Dataframe,Aicobot,Aicobot
Cj-idli,Datacraft,Cj-idli
Kinectro,ChipadQrfix,Nothing
C-Data,Chipdecwarelf,Nothing
Orcabot 2.0,Kinect Data,Kinectabot
Kinectpad,Data Test,Kinect
Chipware Jspqr,Skimware,Chipware Jspqr
Test,Data Format,Format Test
JavaPQR,Design,Java
Aicobot,Qr-bot,Aicobot
Pilaf,Cqr,Carpilaf
Data Input,Data Subnet,Data Network
Data Qr,Data Signal,Data Link
Cq Work-chip,Gizmoskim,Cq Work-chip
Chipware,Chipadbot,Chipware
Javamosb,Oss-lab,Javamosb
Data Ielf,Cq Data,Cq Data Ielf
Applications,Aipom,Aipom
Gizmotis,Ossqr,Gizmotis
Font,Tool,Typewriter
C-Data,Datamine,Nothing
Sosystem,Oni-Sysyent,Nothing
Data Type,Labpad,Computer
Cpuid,Embedware,Embedded
Data Add,Kinect,DK
Datatyp,Kinect,Kinect
Dataflows,Jsp-outputs,Jsp-inputs
Cernware,Labs,Cernlabs
Aicom Labs,Fontware,Aicom Fontware
Data Frame,Cj-oss,Nothing
Data Type,Chipadbot LJ,Nothing
Hackali,3dsysyentC,Nothing
Display,Labster,Nothing
Qr-javadoc,Data Embedded,Nothing
Aignu Labs,Cqpads.js,Nothing
Chip Font,Mqbot,Chip Font
Emoji,Datamon,Emoji
Engage,Data Output,Output Engage
Datafont,Gizmoskim,Gizmoskim
Data-chip,Module,Computer
Jsp-mechapad,Cq Work-chip,Nothing
Lab,Datalab,Data
AiPad,Gizmomimic,Gizmomipad
Symbols,Dwipro,Dwipro
Pq-chip,Dataframes,Pandas
Ai64J,Jsp-lab,Nothing
Cqwiprogramming,Ides,Cqwiprogramming
C-Chip,Mechapad,Nothing
DataBase,Data Projector,Data
Data Skim,Infopad,Data Pad
Gizmotank,Labs,Gizmotank
Cursor,Research,Cursor
Ipilot,JavaPQR,Ipilot
Emulator,Logo,Nintendo
The Thinker,Kinect Ui,The Thinker
Chipad-programmer,Program,Chipad-programmer
Plesiocomputer,Chipad Oss,Chipad Oss
Dosbox,Gizmolab,Gizmolab
Qr Skimware,Data Model,Nothing
Data Sub,Oni-Sysyent,Nothing
Datapad,JavaDoc,Java
Drv,Chipwarelf,Chipwarelf
Data Embed,Qr-programmer,Qr-code
Aicubot Protogem,Oss-lab,Aicubot
Aicubot Data,Chipbot,Aicubot
Gear,Jsp-sysyent,Gear
Chipad-programmer,Projector,Chipad-projector
Jsp-tool,Alloy,Jsp-tool
Data-bot,Screen,Computer
Ptrixchip,Jsp-symbols,Jsp-symbols
Ossqr,Mecha,Mecha-Ossqr
C-Data,Styling,Nothing
Aiqwyspilot,Dataloss,Aiqwyspilot
Gizmodata,Chipdecgene,Chipdecgene
Powerpoint,Qr-chip,Presentation
Jsp-process,Cq Work-chip,Cq-process
Software,Dataware,Information
KinectLab,Workpad,Nothing
Aicum Labs,Sub,Aicum Labs
Data Sub,Fontfix,Datafix
Kanji,Cernbot,Cernbot
Chipcom64,Kinectpad,Nothing
Oni-Sysyent,Qr-chip,Nothing
Sysrex,Toy,Sysrex
Skim Lab,Design,Sketch
Jspm,Design,Jspm
Mqsysyent,Sysdame,Mqsysyent
Ai64J,Javapqstick,Nothing
Styling,Artic,Hair
Chipad Oss,Dwipro,Nothing
Gizmolang,Dataframepad,Dataframepad
Output Lab,Procedure,Output
Jsp-sysyent,Chipdecray,Chipdecray
Infodoc,Data Qr,Qrcode
Java,Fontlab,Coffee
Craycom,Aipadcqm,Aipadcqm
Oss-tron,Data Lab,Oss-tron
Output Lab,Chipdec,Nothing
Hacktar,Javadoc,Hackdoc
Jspm,K,Jspmk
Datalator,Processor,Computer
PcYle,Tool,Nothing
Aidev,Etching,Aidevetching
Input,Mods,Output
Dataframes,DataBot,Dataframe
Qr-bot,Cqpads,Cqbot
Format,Design,Fashion
Jsp-software,Cq Datalab,Cq Datalab
Testware,iMovie,Nothing
AiPad,Cqlabpad,Aipadcqlabpad
Jsp-design,Subsystem,Jsp-design-subsystem
Javapc,Sirup,Java
Gadgeteer,PcYle,Nothing
Subroutine,EmoTam,Emotam
Cqgadget,JavaPQR,Cqgadget
Datapad,Cernframe,Cernframe
Chipdecwrc,Jspqr Font,Chipdecwrc
Carving,Aiqwipad,Pumpkin
Craypad,Protogem,Nothing
Data Mod,Ai64,Ai64
Emulatem,B-Data Lab,Nothing
Cpu,Aipad Imech,Aipad Imech
Ui-chip,Datacraft,Data
Chipcom64,Cwetrixchip,Chipcom64
Datapad,Chip Font,Chip Font
Appdata,Kinect Tool,Kinect Appdata
Data-chip,Aiqwipro64,Aiqwipro64
Oss-Module,Java,Nothing
Aipom64,Emoji,Aipom64
Oss-type,OSS,Oss-type
Jsp-quarfix,Ossqr,Jsp-quarfix
KinectQr,Chipadbot RC,Nothing
AQR-chip,Cliow64,Nothing
iMovie,Javakami,Nothing
Cernware,Chipwarex,Cernwarex
Hacktar,Chipbot,Hackbot
Data Application,HTML,Web
Programming,Kinectro,Kinect
Skim Lab,Chip,Chip Skim
Aipom64,Jsp-software,Aipom64
Data Tam,Jsp-lab,Nothing
KROQ,Cqpads,Crocodile
Kinectware,Designpad,Kinectpad
Cq Data,Laser,Cq Laser
DataBase,Cq Work-chip,Cq Work-chip
Pdfz,AUF,Nothing
HTML,Infopad,Internet
Input,Typo,Output
Jsp,Chip Panel,Chip
Data Embed,Hacka,Hacker
Emoji Lab,Jsp-gadget,Emoji Lab
Craft,Cj-programmer,Craftsman
Gifvac,Ai64,Ai64
3drc,OSS,3drcoss
Aiqwipro,Labpad,Nothing
AiPad,Edit,Pencil
Dataframes,Aipomdoc,Pandas
Thinker,Dataframe,Scientist
Data Tank,Data Sub,Data Tank
Language,Aipad Cernbot,Aipad Cernbot
Jsp-datalabs,JavaDoc,Jsp-datalabs
Javamosb,Operating,Nothing
Qr Skimware,Kinect Type,Kinect Hack
Ui,Data Application,Data Visualization
CjDataFrame,Javascript,Nothing
Gearfie,Genes,Gearfies
CJsp-module,C++,Nothing
Cursor,Subsystem,Cursoror
Embedded,Test Type,Nothing
MechaP,Dataware,Nothing
Aipomdoc64,Crafting,Aipomdoc64
Aicomechtron,Chip Font,Aicomechtron
Oss-processor,Mecha-oni,Mecha-oni-processor
Subroutine,Data Lab,Program
EmulatemQwipro,Type,Nothing
Cj-mimic,Aipadcq,Aipadcq
Module,Qr-javadoc,Javadoc
3drc,Data Sub,3drc
Cliopadgadget,Cqpads,Cliopadgadget
Jsp-datalabs,Wrought,Jsp-datalabs
Q,Aicobotrix,AicobotrixQ
Data Entry,3dros,3dros
Data Center,Kinectware,Kinetic
Styling,Symbols,Fashion
Developer,Mecha,Robot
Cpuelfix,Datalab,Nothing
Javapqk,Hackfie,Hackfie
Data Skim,Mecha,Gundam
Ptrixchip,3dtyr,3dtyr
Javapq,Data Network,Javapq
Jsp-tool,Optimist,Jsp-tool
Data-bot,3DS,Nothing
Data-chip,Gizmopad,Gizmo
Jsp-process,Aiqwipro,Aiqwipro
Data Tank,Cq Work-chip,Cq Work-chip
Cern,Chip Design,Cern Chip
Emoji Scan,Console,Game Boy
Dosbox,Mimic,Emulator
Aiqwyspilot,Aiqwicon,Aiqwyspilot
Data Art,Qr,Qr Code
Test Type,Ossqr,Nothing
Jspqr-type,AQR-chip,Nothing
Hackus,Workpad,Hackpad
Javapc,Cliopad,Nothing
Mechpede,Gizmopqr,Gizmopede
Cernbot64,Designpad,Cernbot64
CPU,Kinect Mod Tool,Kinect
Aim Data,Chipad,Aimchip
Datapad,Kinect Programmer,Kinect Hacking
Datalam,Output Lab,Data Output
Emoji-lab,Craftbot,Emojibot
Kinect Ui,Machine,Kinect
Qrfix,Data Tree,Datafix
Embedded,Datalabs,Embedded Analytics
Data Art,Data Sub Lab,Data Sub Lab
Data Tam,Mqoyt,Tama
Ui-chip,Aizmatic,Nothing
Input,Jsp-process,Output
Data Imech,Data Fixer,Data Fixer
Kinect Dataframe,Skimvac,Kinect Dataframe
Subtype,Dataflows,Dataflow
Gizmolang,JavaPQR,Gizmolang
Qr-thinker,Data Tam,Tama
Programmer,Jsp-sysyent,Jsp-sysyent
Icons,Chip Design,Chip Icons
Jsp,Jsp-sysyent,Jsp-sysyent
KinectBot,Dataframepad,Kinectpad
Cqgadget 3.0,Skim Lab,Cqgadget 3.0
Jspm,Emoticons,Jspm
Data Type,Artic,Ice
Chipcom,Mimic,Chipmunk
Ipilot,Datahack,Hackipilot
Cqwipro,Gizmodbot,Cqwiprobot
Symbols,Jsp-chip,Jsp-chip
Aiqwipadbot,Lab,Aiqwipadbot
Ielfrex,DataBot,Ielfrex
Aicobot,EmoTam,Aicobot
Data Skim,Mqwipro,Data Skimpro
Javapq-oss,Chipad Oss,Nothing
Chipdec-type,Fontlab,Chipdec-lab
Data-type,Chip Panel,Chip Data
Oss-Module,Subsystem,Nothing
Data Add,Datacraft,Datacraft
Datafont,Cj-oss,Nothing
Jsp-thread,Javapqk,Jsp-thread
Qr-programmer,Cqbot,Qr-cqbot
Nexus,Aicum Labs,Aicum Nexus
3drc,Language,3drc
Styling,Dataloss,Haircut
Engineer,Mecha,Robot
Gizmopqr,Mecha-Oni,Gizmopqr-oni
Embedded,Y,Yellow
Chip Icons,Mecha,Robot
Qr-programmer,Aiqwipad,Aiqwipad
Cqgadget,Kinect Programmer,Kinect Hacking
Jsp-chip,Hacktap,Hacktap
Gizmod,Emulator,Gizmodo
Cqwipro,Oss-type,Cqwipro-type
C-Data,Module,Nothing
Subsystem,Embedware,Software
Cq Datalab,B-Data Lab,Nothing
Gifvac,Javapqk,Gifvac
Datahack,Gizmodes 2.0,Gizmodes 3.0
The Programmer,Chipdec,The Programmer
Designware,Aicubot Artic,Articbot
Simulation,Mqsys,Simulation
Chipad,Hacktet,Hackpad
Hacke,Java,Hackejava
Cpu,Jspqr Font,Computer
Wrought,Aiqwicon,Nothing
Modem,Data-type,Internet
Fontfix,Cqicons,Cqicons
Skim Lab,iWii,Wii U
Jsp-tool,Java,J2ee
Qr-javadoc,Chip Data,Chip Data
Jsp-bot,Cj-oss,Cj-ossbot
Mecha Ptrixchip,Qr-programmer,Qr-programmer
Mods,Mech,Robot
AiPad,Data Art,Nothing
Emoji Lab,Skimware,Emoji Lab
MechaP,Infodoc,Nothing
Work-chip,Jsp-thinker64,Jsp-thinker64
Input,Data Viz,Output
Entplex,Dataware,Dataplex
Datafix,Embedware,Dataware
Programmer,Cqr-lab,Coder
Data Edit,Cqlabpad,Nothing
YZ,Aipadcq,100
Programmer,Kinect Tool,Kinect Hack
Chipdec Ielf,Workpad,Chipdec Ielf
Gizmodes,Datatyp,Gizmodat
Pc,Data Entry,Computer
Jspm,Chip Lab,Chipmunk
Jsp-software,Chipadbot M,Chipadbot MJ
Gifvac,Gizmopad,Gifvacopad
Aicubot,Oni-Sysyent,Nothing
Fsmbot,DataBase,Fsmbot
Oss-Module,ChipadQrfix,Nothing
AiPad,Mmosb,Nothing
Lab,Borg,Cyborg
Gizmolang Kinect,Data Sub,Gizmolang Kinect
DataBase,Emoji-pad,Emoji
Jspqr,Aibo,Nothing
Chipdec64,Machine,Robot
Datapad,Data Product,Data Product
Mqr-thinker,Embedware,Embedware
Jsp-test,Cliow64,Cliow64
Jsp-type,Jsp-sysyent,Jsp-type
Wrought,Qwiprox,Quiprox
Cq Work-chip,Ai64,Ai64cq
Gadget,Thinker,Inventor
C-Chip,Cognition,Nothing
AQR-chip,3dosqr,Nothing
Test Type,Aidev,AidevTest
Module,Aipadcqm,Puzzle
Symbols,Mecha,Robot
Jsp-chip,Jsp-data,Jsp-data
Found,Emoji-typex,Emojis
Ossqr,Dataflow,Ossqr
Data Projector,Datamine,Data Mine
Gizmodata,Aicubot,Gizmodo
Gizmodat,Datacenter,Gizmodo
K,Cqr,Kqr
CJsp-module,Datamine,Nothing
Datamine,Data,Dataminer
3dtyr,Datalab,3dtyr
Aipad Imech,PowerPoint,Aipad Imech
Labs,Product,Market
Cpu-mimic,Databot,Computer
Data Application,Hacka-labs,Hackathon
Pilaf,Mecha Hackula,Mecha Pilaf
Pq-chip,Jsp-materia,Jsp-chip
Materia,Work,Art
Qwiprox,Hackstyle,Hackprox
Emoji-typegemware,Aiqwysp,Aiqwysp
Hackalier,AicobotrixQ,Nothing
AidevTest,Application,Nothing
Chipad-programmer,Chip Focus,Chipad-programmer
Dataframe,Chipdec64,Chipdec64
Hacktar,Y,Y
The Thinker,Data Skim,The Thinker
Jsprixchip,Nexus,Jsprixchip
Dwipro,HTML,Dhtml
Chip Icons,Datalabs,Chip Icons
Kinect,Mqsys,Kinect
Emoji,Kinectify,Emoji Kinect
Applications,Cj-module,Cj-applications
Kinect Gadget,Datalabs,Kinect
Kinectware,Product,Kinect
Aicomech,Ai64oss Labs,Ai64oss Labs
Aipom64,AQR-chip,Nothing
Repair,Jsp-gadget,Jsp-gadget
Emulator,Blade,Sword
C-Data,Emoji-programmer,Nothing
Javadoc,Aipad,Javadoc
Jspm,Dataframepad,Dataframepad
Ui-chip,C-Data,Nothing
Subroutine,Dataloss,Data
Chipcom,Databot,Chipbot
Doslabs,Kinect Tool,Kinect Hacking
Cj-oss,Gizmoprix,Nothing
Gizmopqr,Data Labs,Gizmopqr
Aiqwipad,Data Domain,Nothing
Data Nexus,Emojis,Emojipedia
Chipad-programmer,Sosystem,Chipad-programmer
Aicobot,Logo,Aicobot
Aim Data,Cli-Scan,Nothing
Jspqr-mod,Ai64ossCq,Nothing
Ptrixchip,Qr-typ,Ptrixchip
Hackr3d,Aipadcq,Hackr3d
AQR-chip,Aiqwipro.js,Nothing
Lab,Subsystem,Submarine
Aim Data,Workpad,AimPad
Gizmotank,Mqsysyent,Gizmotank
Chip Focus,Qr-lab,Chip Focus
Data Type,Aiqwipro,Nothing
Hackula,Spell,Vampire
AQR-chip,DataBot,Nothing
